0.20000000000000001,246
0.21616161616161617,244
0.23232323232323232,245
0.2484848484848485,241
0.26464646464646469,243
0.28080808080808084,232
0.29696969696969699,229
0.31313131313131315,231
0.3292929292929293,223
0.34545454545454546,221
0.36161616161616161,216
0.37777777777777777,213
0.39393939393939398,215
0.41010101010101013,208
0.42626262626262629,208
0.44242424242424244,207
0.4585858585858586,197
0.47474747474747481,200
0.49090909090909091,195
0.50707070707070712,188
0.52323232323232327,187
0.53939393939393943,190
0.55555555555555558,188
0.57171717171717185,182
0.58787878787878789,181
0.60404040404040404,182
0.6202020202020202,173
0.63636363636363646,175
0.65252525252525251,174
0.66868686868686877,174
0.68484848484848482,167
0.70101010101010108,168
0.71717171717171713,167
0.73333333333333339,168
0.74949494949494966,160
0.7656565656565657,158
0.78181818181818175,160
0.79797979797979801,154
0.81414141414141428,153
0.83030303030303032,151
0.84646464646464659,153
0.86262626262626263,145
0.8787878787878789,146
0.89494949494949494,146
0.9111111111111112,145
0.92727272727272725,139
0.94343434343434351,140
0.95959595959595956,139
0.97575757575757582,139
0.99191919191919209,133
1.0080808080808081,134
1.0242424242424244,133
1.0404040404040404,127
1.0565656565656567,127
1.0727272727272728,127
1.0888888888888888,126
1.1050505050505051,121
1.1212121212121213,121
1.1373737373737376,119
1.1535353535353536,123
1.1696969696969697,115
1.1858585858585859,115
1.202020202020202,115
1.2181818181818183,114
1.2343434343434343,111
1.2505050505050506,109
1.2666666666666666,110
1.2828282828282829,102
1.2989898989898991,104
1.3151515151515152,102
1.3313131313131312,103
1.3474747474747475,98
1.3636363636363635,97
1.3797979797979798,96
1.3959595959595961,92
1.4121212121212121,91
1.4282828282828284,92
1.4444444444444444,91
1.4606060606060607,87
1.4767676767676767,87
1.492929292929293,86
1.509090909090909,82
1.5252525252525253,82
1.5414141414141416,82
1.5575757575757576,76
1.5737373737373737,76
1.5898989898989897,77
1.6060606060606062,76
1.6222222222222222,72
1.6383838383838385,73
1.6545454545454545,72
1.6707070707070706,67
1.6868686868686871,67
1.7030303030303031,67
1.7191919191919192,62
1.7353535353535352,63
1.7515151515151517,59
1.7676767676767677,58
1.783838383838384,59
1.8,54
